link_id,tick,self_reported_latency_ms,measured_latency_ms,planet_a,planet_b,latency_difference,absolute_difference,latency_ratio,percentage_error,trust_score,hist_mean_trust,hist_std_trust,hist_mean_latency_diff
Elysium-Fenix,356,332406.907,344379.716,Elysium,Fenix,11972.809000000008,11972.809000000008,1.0360185325511302,3.48,0.9664,0.9777570719602977,0.055399164086247815,4312.254361379141
Caelum-Elysium,441,167449.523,164414.304,Caelum,Elysium,-3035.2189999999828,3035.2189999999828,0.9818738271353572,1.85,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Elysium,352,130028.149,135825.614,Dawn,Elysium,5797.4649999999965,5797.4649999999965,1.0445862303246354,4.27,0.9591,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Elysium-Fenix,393,181051.24749094708,215998.681,Elysium,Fenix,34947.433509052935,34947.433509052935,1.1930250909251559,16.18,0.8607,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Elysium,6,99562.427,103213.731,Dawn,Elysium,3651.3040000000037,3651.3040000000037,1.036673513392758,3.54,0.9658,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Boreas,203,197203.935,201852.598,Aegis,Boreas,4648.6630000000005,4648.6630000000005,1.0235728714034027,2.3,0.9775,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Boreas,339,66004.723,65286.3,Aegis,Boreas,-718.4229999999952,718.4229999999952,0.9891155819258571,1.1,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Dawn,337,173218.049,168766.288,Aegis,Dawn,-4451.760999999999,4451.760999999999,0.9742996701227133,2.64,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,359,121863.548,123870.162,Caelum,Fenix,2006.6140000000014,2006.6140000000014,1.016466072364806,1.62,0.9841,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Boreas,387,65713.531,66858.023,Aegis,Boreas,1144.4919999999984,1144.4919999999984,1.017416382632064,1.71,0.9832,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Fenix,152,83026.7,187375.669,Caelum,Fenix,104348.969,104348.969,2.256812194149593,55.69,0.6423,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,322,220945.782,212281.297,Dawn,Elysium,-8664.485000000015,8664.485000000015,0.9607845647852195,4.08,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Fenix,76,135784.32,196436.843,Boreas,Fenix,60652.52299999999,60652.52299999999,1.4466828202254869,30.88,0.7641,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Elysium,283,143086.626,142557.73,Caelum,Elysium,-528.8959999999788,528.8959999999788,0.9963036657248457,0.37,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Dawn,23,208424.395,207702.232,Caelum,Dawn,-722.1630000000005,722.1630000000005,0.9965351320799084,0.35,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Dawn,426,1596899.386,1678624.317,Caelum,Dawn,81724.9310000001,81724.9310000001,1.051177257450583,4.87,0.9536,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Dawn,383,181051.24749094708,117280.561,Caelum,Dawn,-63770.686490947075,63770.686490947075,0.6477754924382074,54.37,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Elysium,165,312365.167,320668.491,Dawn,Elysium,8303.323999999964,8303.323999999964,1.0265821060643423,2.59,0.9748,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Elysium,233,426468.091,412762.592,Boreas,Elysium,-13705.49900000001,13705.49900000001,0.9678627796798049,3.32,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Dawn,150,67108.9,70172.332,Boreas,Dawn,3063.4320000000007,3063.4320000000007,1.0456486695505365,4.37,0.9582,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,247,331846.226,338195.692,Caelum,Dawn,6349.465999999957,6349.465999999957,1.019133759863823,1.88,0.9816,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Elysium,406,111652.445,108475.004,Dawn,Elysium,-3177.441000000006,3177.441000000006,0.9715416800769566,2.93,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Dawn,177,293454.826,291470.244,Aegis,Dawn,-1984.5819999999949,1984.5819999999949,0.9932371805669333,0.68,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Elysium,361,124920.983,127428.858,Caelum,Elysium,2507.875,2507.875,1.020075690566732,1.97,0.9807,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Dawn,39,263608.936,253082.507,Boreas,Dawn,-10526.428999999975,10526.428999999975,0.9600680115032216,4.16,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Dawn,416,83238.905,87142.773,Boreas,Dawn,3903.868000000002,3903.868000000002,1.0468995597671547,4.48,0.9571,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Boreas,61,171094.543,167567.139,Aegis,Boreas,-3527.4040000000095,3527.4040000000095,0.9793833050537444,2.11,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Elysium,159,132807.752,138408.142,Caelum,Elysium,5600.389999999985,5600.389999999985,1.0421691498851662,4.05,0.9611,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,137,118834.916,119351.632,Caelum,Fenix,516.7160000000003,516.7160000000003,1.004348183323494,0.43,0.9957,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Fenix,357,118786.372,115783.394,Caelum,Fenix,-3002.978000000003,3002.978000000003,0.9747195073859146,2.59,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Elysium,480,212161.842,289057.011,Aegis,Elysium,76895.169,76895.169,1.3624363753402933,26.6,0.7899,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Dawn,290,127245.975,125492.778,Aegis,Dawn,-1753.1970000000001,1753.1970000000001,0.986221984624661,1.4,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,170,120765.526,115591.049,Boreas,Dawn,-5174.476999999999,5174.476999999999,0.9571526976995074,4.48,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,208,292464.913,289594.406,Caelum,Dawn,-2870.5069999999832,2870.5069999999832,0.9901851235057383,0.99,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Fenix,434,125130.903,123811.764,Dawn,Fenix,-1319.1390000000101,1319.1390000000101,0.9894579279109014,1.07,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Dawn,116,115996.694,111678.684,Caelum,Dawn,-4318.010000000009,4318.010000000009,0.9627747149414447,3.87,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Elysium,447,267266.797,259732.207,Dawn,Elysium,-7534.590000000026,7534.590000000026,0.9718087316323096,2.9,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Fenix,235,127693.514,127415.637,Caelum,Fenix,-277.87699999999313,277.87699999999313,0.9978238753771003,0.22,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Fenix,341,77319.412,76873.934,Dawn,Fenix,-445.4780000000028,445.4780000000028,0.9942384714462132,0.58,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Elysium,249,144314.003,143564.926,Caelum,Elysium,-749.0769999999902,749.0769999999902,0.9948093948998145,0.52,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,399,109337.154,114530.798,Caelum,Fenix,5193.644,5193.644,1.0475011815288333,4.53,0.9566,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,96,162245.749,242973.125,Boreas,Fenix,80727.37599999999,80727.37599999999,1.4975623490757837,33.22,0.7506,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,4,130491.228,136685.172,Caelum,Fenix,6193.943999999989,6193.943999999989,1.047466363026333,4.53,0.9566,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Elysium,93,209393.121,200315.692,Boreas,Elysium,-9077.429000000004,9077.429000000004,0.956648867180312,4.53,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Dawn,233,128553.117,133461.536,Aegis,Dawn,4908.418999999994,4908.418999999994,1.0381820302342415,3.68,0.9645,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Elysium,190,141828.425,141980.578,Caelum,Elysium,152.15300000002026,152.15300000002026,1.0010727962324901,0.11,0.9989,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Elysium,49,106611.09,106429.595,Dawn,Elysium,-181.49499999999534,181.49499999999534,0.9982975973700298,0.17,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Elysium,456,126715.12,133364.711,Caelum,Elysium,6649.591000000015,6649.591000000015,1.0524766973349353,4.99,0.9525,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Fenix,89,90954.577,88513.134,Dawn,Fenix,-2441.4429999999993,2441.4429999999993,0.9731575575355598,2.76,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Dawn,340,85744.92,87254.096,Boreas,Dawn,1509.1760000000068,1509.1760000000068,1.0176007628207013,1.73,0.983,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Fenix,351,144073.164,150518.932,Boreas,Fenix,6445.768000000011,6445.768000000011,1.0447395463599314,4.28,0.9589,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Dawn,27,145899.409,140151.421,Aegis,Dawn,-5747.988000000012,5747.988000000012,0.960603075506632,4.1,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Dawn,303,141240.814,137328.757,Caelum,Dawn,-3912.0570000000007,3912.0570000000007,0.9723022199518051,2.85,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Elysium-Fenix,159,190389.203,184048.937,Elysium,Fenix,-6340.266000000003,6340.266000000003,0.9666983951815797,3.44,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Fenix,9,77328.352,132004.267,Boreas,Fenix,54675.91499999999,54675.91499999999,1.707061686766582,41.42,0.7071,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Elysium,228,178200.966,173519.275,Boreas,Elysium,-4681.690999999992,4681.690999999992,0.9737280268166448,2.7,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Elysium,94,342589.081,355215.604,Boreas,Elysium,12626.522999999986,12626.522999999986,1.0368561746426472,3.55,0.9657,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,335,187855.146,181433.533,Caelum,Fenix,-6421.613000000012,6421.613000000012,0.9658161453825704,3.54,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Dawn,303,224995.881,218449.708,Aegis,Dawn,-6546.172999999981,6546.172999999981,0.9709053651519959,3.0,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Dawn,357,197321.399,199649.303,Aegis,Dawn,2327.9040000000095,2327.9040000000095,1.011797524301964,1.17,0.9885,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Dawn,470,115305.208,120021.833,Caelum,Dawn,4716.625,4716.625,1.040905567769324,3.93,0.9622,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Elysium,418,106523.568,105380.514,Boreas,Elysium,-1143.0540000000037,1143.0540000000037,0.9892694732117873,1.08,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Fenix,254,162729.614,260454.97,Boreas,Fenix,97725.356,97725.356,1.6005382400771873,37.52,0.7272,0.8068014354066986,0.13514659878591953,61601.108196475456
Dawn-Elysium,179,104496.519,103429.528,Dawn,Elysium,-1066.9909999999945,1066.9909999999945,0.9897892196772603,1.03,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Dawn,143,72253.804,71746.75,Boreas,Dawn,-507.0540000000037,507.0540000000037,0.992982321041533,0.71,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Boreas,219,144835.077,148822.128,Aegis,Boreas,3987.0510000000068,3987.0510000000068,1.0275282140389237,2.68,0.9739,0.9849621693121693,0.03408513950102227,-4121.568080328588
Dawn-Fenix,174,68077.575,69811.094,Dawn,Fenix,1733.5190000000002,1733.5190000000002,1.0254638770549627,2.48,0.9758,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Elysium,288,100687.059,152983.433,Aegis,Elysium,52296.373999999996,52296.373999999996,1.5193951886110806,34.18,0.7452,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Elysium,115,80453.397,157288.008,Aegis,Elysium,76834.611,76834.611,1.9550200969139937,48.85,0.6718,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Dawn,82,136561.358,142145.327,Aegis,Dawn,5583.968999999983,5583.968999999983,1.040889817454803,3.93,0.9622,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Dawn,161,135851.242,133728.892,Caelum,Dawn,-2122.350000000006,2122.350000000006,0.9843773971532773,1.59,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Aegis-Boreas,43,77266.637,74020.05,Aegis,Boreas,-3246.5869999999995,3246.5869999999995,0.9579820330474588,4.39,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Elysium-Fenix,271,337332.426,342609.967,Elysium,Fenix,5277.5410000000265,5277.5410000000265,1.0156449264678755,1.54,0.9848,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,451,145497.29,141274.565,Boreas,Elysium,-4222.725000000006,4222.725000000006,0.9709772944911894,2.99,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Elysium-Fenix,449,205428.452,208551.491,Elysium,Fenix,3123.039000000019,3123.039000000019,1.0152025630802106,1.5,0.9852,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Dawn,20,67779.087,70369.038,Boreas,Dawn,2589.951000000001,2589.951000000001,1.038211653691942,3.68,0.9645,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,128,165445.98,165232.007,Caelum,Dawn,-213.97299999999814,213.97299999999814,0.9987066896397241,0.13,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Elysium,131,112092.696,108379.512,Boreas,Elysium,-3713.183999999994,3713.183999999994,0.966873987935842,3.43,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Dawn,244,91636.482,87896.546,Boreas,Dawn,-3739.9360000000015,3739.9360000000015,0.9591872590656634,4.25,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Elysium-Fenix,289,840952.59,877006.835,Elysium,Fenix,36054.244999999995,36054.244999999995,1.0428731006108205,4.11,0.9605,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Elysium,224,157975.745,251876.771,Aegis,Elysium,93901.02600000001,93901.02600000001,1.5944015392995932,37.28,0.7284,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,299,156997.117,234232.585,Boreas,Fenix,77235.468,77235.468,1.4919546898431262,32.97,0.752,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Elysium,71,183868.959,296732.474,Aegis,Elysium,112863.51499999998,112863.51499999998,1.6138258225522448,38.04,0.7245,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Dawn,218,295185.558,288753.768,Aegis,Dawn,-6431.790000000037,6431.790000000037,0.9782110275191714,2.23,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,356,181051.24749094708,119161.161,Caelum,Fenix,-61890.086490947084,61890.086490947084,0.658162606728011,51.94,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,461,113541.122,111128.285,Boreas,Dawn,-2412.8369999999995,2412.8369999999995,0.9787492235632479,2.17,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Dawn,170,169769.122,166066.628,Aegis,Dawn,-3702.494000000006,3702.494000000006,0.9781910046044768,2.23,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Elysium,393,135975.217,132509.649,Caelum,Elysium,-3465.5679999999993,3465.5679999999993,0.974513237952766,2.62,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Dawn,102,130666.408,126759.466,Caelum,Dawn,-3906.9419999999955,3906.9419999999955,0.970099874483425,3.08,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Elysium,45,267770.739,263235.112,Boreas,Elysium,-4535.626999999979,4535.626999999979,0.9830615286160899,1.72,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Elysium,297,833934.011,799985.502,Dawn,Elysium,-33948.50900000008,33948.50900000008,0.9592911326889147,4.24,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Elysium-Fenix,453,561231.884,554534.375,Elysium,Fenix,-6697.508999999962,6697.508999999962,0.9880664139174247,1.21,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Aegis-Dawn,397,124051.635,127592.961,Aegis,Dawn,3541.326000000001,3541.326000000001,1.028547193271576,2.78,0.973,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Elysium,258,95173.569,154553.581,Aegis,Elysium,59380.012,59380.012,1.6239128428608156,38.42,0.7224,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,355,874138.699,836177.228,Boreas,Fenix,-37961.47100000002,37961.47100000002,0.9565727143261964,4.54,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Boreas,95,63307.828,63552.617,Aegis,Boreas,244.78899999999703,244.78899999999703,1.0038666466333357,0.39,0.9962,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Dawn,21,121637.189,127729.229,Caelum,Dawn,6092.040000000008,6092.040000000008,1.0500836960314828,4.77,0.9545,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Dawn,276,205000.98,110695.647,Caelum,Dawn,-94305.33300000001,94305.33300000001,0.5399761845040936,85.19,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Aegis-Dawn,342,117910.161,120308.819,Aegis,Dawn,2398.6580000000104,2398.6580000000104,1.0203430983356898,1.99,0.9805,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,34,179576.542,175601.231,Caelum,Fenix,-3975.310999999987,3975.310999999987,0.9778628602838338,2.26,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,205,154446.314,148212.33,Boreas,Fenix,-6233.984000000026,6233.984000000026,0.9596365634209955,4.21,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Dawn-Elysium,475,191235.684,198011.012,Dawn,Elysium,6775.3279999999795,6775.3279999999795,1.035429203683555,3.42,0.9669,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Fenix,118,112184.646,211132.587,Boreas,Fenix,98947.941,98947.941,1.8820096557598445,46.87,0.6809,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Dawn,418,152933.274,153415.133,Caelum,Dawn,481.85899999999674,481.85899999999674,1.00315077933923,0.31,0.9969,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Elysium,131,144718.789,139228.078,Dawn,Elysium,-5490.710999999981,5490.710999999981,0.9620594461994842,3.94,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,151,244343.981,246136.223,Dawn,Fenix,1792.2419999999984,1792.2419999999984,1.007334913643729,0.73,0.9928,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Boreas,322,160454.999,158935.289,Aegis,Boreas,-1519.710000000021,1519.710000000021,0.9905287463184614,0.96,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Fenix,355,156277.143,156889.699,Caelum,Fenix,612.5559999999823,612.5559999999823,1.0039196774924404,0.39,0.9961,0.9796862650602409,0.04873557984945812,1731.907948738127
