link_id,tick,traffic_share,jammed_flag,planet_a,planet_b,traffic_percentage,traffic_bucket,high_traffic_share,relative_traffic,jammed_int
Caelum-Elysium,25,0.27126,False,Caelum,Elysium,27.13,high,1,3.2512,0
Caelum-Fenix,25,0.02649,False,Caelum,Fenix,2.65,very_low,0,0.3175,0
Dawn-Elysium,25,0.01808,False,Dawn,Elysium,1.81,very_low,0,0.2167,0
Dawn-Fenix,25,0.03271,False,Dawn,Fenix,3.27,very_low,0,0.3921,0
Elysium-Fenix,25,0.09259,False,Elysium,Fenix,9.26,low,0,1.1098,0
Aegis-Boreas,26,0.02502,False,Aegis,Boreas,2.5,very_low,0,0.2999,0
Aegis-Dawn,26,0.0255,False,Aegis,Dawn,2.55,very_low,0,0.3056,0
Aegis-Elysium,26,0.05611,False,Aegis,Elysium,5.61,low,0,0.6725,0
Boreas-Dawn,26,0.02975,False,Boreas,Dawn,2.97,very_low,0,0.3566,0
Boreas-Elysium,26,0.09809,False,Boreas,Elysium,9.81,low,0,1.1757,0
Boreas-Fenix,26,0.09404,False,Boreas,Fenix,9.4,low,0,1.1271,0
Caelum-Dawn,26,0.04327,False,Caelum,Dawn,4.33,very_low,0,0.5186,0
Caelum-Elysium,26,0.01789,False,Caelum,Elysium,1.79,very_low,0,0.2144,0
Caelum-Fenix,26,0.19565,True,Caelum,Fenix,19.56,medium,0,2.345,1
Dawn-Elysium,26,0.16464,False,Dawn,Elysium,16.46,medium,0,1.9733,0
Dawn-Fenix,26,0.11333,False,Dawn,Fenix,11.33,medium,0,1.3583,0
Elysium-Fenix,26,0.13671,True,Elysium,Fenix,13.67,medium,0,1.6386,1
Aegis-Boreas,27,0.09082,False,Aegis,Boreas,9.08,low,0,1.0885,0
Aegis-Dawn,27,0.11658,False,Aegis,Dawn,11.66,medium,0,1.3973,0
Aegis-Elysium,27,0.04103,False,Aegis,Elysium,4.1,very_low,0,0.4918,0
Boreas-Dawn,27,0.01735,False,Boreas,Dawn,1.74,very_low,0,0.208,0
Boreas-Elysium,27,0.03064,False,Boreas,Elysium,3.06,very_low,0,0.3672,0
Boreas-Fenix,27,0.036,False,Boreas,Fenix,3.6,very_low,0,0.4315,0
Caelum-Dawn,27,0.00645,False,Caelum,Dawn,0.64,very_low,0,0.0773,0
Caelum-Elysium,27,0.28455,False,Caelum,Elysium,28.46,high,1,3.4105,0
Caelum-Fenix,27,0.02967,False,Caelum,Fenix,2.97,very_low,0,0.3556,0
Dawn-Elysium,27,0.02168,False,Dawn,Elysium,2.17,very_low,0,0.2598,0
Dawn-Fenix,27,0.155,False,Dawn,Fenix,15.5,medium,0,1.8578,0
Elysium-Fenix,27,0.17022,False,Elysium,Fenix,17.02,medium,0,2.0402,0
Aegis-Boreas,28,0.11393,False,Aegis,Boreas,11.39,medium,0,1.3655,0
Aegis-Dawn,28,0.15057,False,Aegis,Dawn,15.06,medium,0,1.8047,0
Aegis-Elysium,28,0.06827,False,Aegis,Elysium,6.83,low,0,0.8183,0
Boreas-Dawn,28,0.02193,False,Boreas,Dawn,2.19,very_low,0,0.2628,0
Boreas-Elysium,28,0.00477,False,Boreas,Elysium,0.48,very_low,0,0.0572,0
Boreas-Fenix,28,0.09122,False,Boreas,Fenix,9.12,low,0,1.0933,0
Caelum-Dawn,28,0.01436,False,Caelum,Dawn,1.44,very_low,0,0.1721,0
Caelum-Elysium,28,0.01903,False,Caelum,Elysium,1.9,very_low,0,0.2281,0
Caelum-Fenix,28,0.09363,False,Caelum,Fenix,9.36,low,0,1.1222,0
Dawn-Elysium,28,0.15291,False,Dawn,Elysium,15.29,medium,0,1.8327,0
Dawn-Fenix,28,1e-05,False,Dawn,Fenix,0.0,very_low,0,0.0001,0
Elysium-Fenix,28,0.26937,False,Elysium,Fenix,26.94,high,1,3.2286,0
Aegis-Boreas,29,0.18634,False,Aegis,Boreas,18.63,medium,0,2.2334,0
Aegis-Dawn,29,0.01128,False,Aegis,Dawn,1.13,very_low,0,0.1352,0
Aegis-Elysium,29,0.01852,False,Aegis,Elysium,1.85,very_low,0,0.222,0
Boreas-Dawn,29,0.08541,True,Boreas,Dawn,8.54,low,0,1.0237,1
Boreas-Elysium,29,0.01071,False,Boreas,Elysium,1.07,very_low,0,0.1284,0
Boreas-Fenix,29,0.05046,True,Boreas,Fenix,5.05,low,0,0.6048,1
Caelum-Dawn,29,0.00119,False,Caelum,Dawn,0.12,very_low,0,0.0143,0
Caelum-Elysium,29,0.19009,False,Caelum,Elysium,19.01,medium,0,2.2784,0
Caelum-Fenix,29,0.08535,False,Caelum,Fenix,8.54,low,0,1.023,0
Dawn-Elysium,29,0.03465,False,Dawn,Elysium,3.46,very_low,0,0.4153,0
Dawn-Fenix,29,0.27894,False,Dawn,Fenix,27.89,high,1,3.3433,0
Elysium-Fenix,29,0.04706,False,Elysium,Fenix,4.71,very_low,0,0.564,0
Aegis-Boreas,30,0.00769,False,Aegis,Boreas,0.77,very_low,0,0.0922,0
Aegis-Dawn,30,0.03719,False,Aegis,Dawn,3.72,very_low,0,0.4457,0
Aegis-Elysium,30,0.13332,False,Aegis,Elysium,13.33,medium,0,1.5979,0
Boreas-Dawn,30,0.08705,False,Boreas,Dawn,8.7,low,0,1.0434,0
Boreas-Elysium,30,0.15633,False,Boreas,Elysium,15.63,medium,0,1.8737,0
Boreas-Fenix,30,0.05308,False,Boreas,Fenix,5.31,low,0,0.6362,0
Caelum-Dawn,30,0.02966,False,Caelum,Dawn,2.97,very_low,0,0.3555,0
Caelum-Elysium,30,0.20829,False,Caelum,Elysium,20.83,high,1,2.4965,0
Caelum-Fenix,30,0.25905,False,Caelum,Fenix,25.9,high,1,3.1049,0
Dawn-Elysium,30,0.0834330688935281,False,Dawn,Elysium,8.34,low,0,1.0,0
Dawn-Fenix,30,0.00596,False,Dawn,Fenix,0.6,very_low,0,0.0714,0
Elysium-Fenix,30,0.02016,False,Elysium,Fenix,2.02,very_low,0,0.2416,0
Aegis-Boreas,31,0.05793,False,Aegis,Boreas,5.79,low,0,0.6943,0
Aegis-Dawn,31,0.04157,False,Aegis,Dawn,4.16,very_low,0,0.4982,0
Aegis-Elysium,31,0.20407,False,Aegis,Elysium,20.41,high,1,2.4459,0
Boreas-Dawn,31,0.0834330688935281,True,Boreas,Dawn,8.34,low,0,1.0,1
Boreas-Elysium,31,0.01738,False,Boreas,Elysium,1.74,very_low,0,0.2083,0
Boreas-Fenix,31,0.07907,False,Boreas,Fenix,7.91,low,0,0.9477,0
Caelum-Dawn,31,0.06723,False,Caelum,Dawn,6.72,low,0,0.8058,0
Caelum-Elysium,31,0.15841,True,Caelum,Elysium,15.84,medium,0,1.8986,1
Caelum-Fenix,31,0.10854,False,Caelum,Fenix,10.85,medium,0,1.3009,0
Dawn-Elysium,31,0.06332,False,Dawn,Elysium,6.33,low,0,0.7589,0
Dawn-Fenix,31,0.05048,False,Dawn,Fenix,5.05,low,0,0.605,0
Elysium-Fenix,31,0.03594,False,Elysium,Fenix,3.59,very_low,0,0.4308,0
Aegis-Boreas,32,0.1646,False,Aegis,Boreas,16.46,medium,0,1.9728,0
Aegis-Dawn,32,0.01772,False,Aegis,Dawn,1.77,very_low,0,0.2124,0
Aegis-Elysium,32,0.12261,False,Aegis,Elysium,12.26,medium,0,1.4696,0
Boreas-Dawn,32,0.09518,False,Boreas,Dawn,9.52,low,0,1.1408,0
Boreas-Elysium,32,0.04898,False,Boreas,Elysium,4.9,very_low,0,0.5871,0
Boreas-Fenix,32,0.07978,False,Boreas,Fenix,7.98,low,0,0.9562,0
Caelum-Dawn,32,0.04582,True,Caelum,Dawn,4.58,very_low,0,0.5492,1
Caelum-Elysium,32,0.18282,False,Caelum,Elysium,18.28,medium,0,2.1912,0
Caelum-Fenix,32,0.02277,False,Caelum,Fenix,2.28,very_low,0,0.2729,0
Dawn-Elysium,32,0.01543,False,Dawn,Elysium,1.54,very_low,0,0.1849,0
Dawn-Fenix,32,0.16919,True,Dawn,Fenix,16.92,medium,0,2.0279,1
Elysium-Fenix,32,0.03509,False,Elysium,Fenix,3.51,very_low,0,0.4206,0
Aegis-Boreas,33,0.0834330688935281,False,Aegis,Boreas,8.34,low,0,1.0,0
Aegis-Dawn,33,0.01242,False,Aegis,Dawn,1.24,very_low,0,0.1489,0
Aegis-Elysium,33,0.04613,False,Aegis,Elysium,4.61,very_low,0,0.5529,0
Boreas-Dawn,33,0.07043,False,Boreas,Dawn,7.04,low,0,0.8441,0
Boreas-Elysium,33,0.17618,False,Boreas,Elysium,17.62,medium,0,2.1116,0
Boreas-Fenix,33,0.02947,False,Boreas,Fenix,2.95,very_low,0,0.3532,0
Caelum-Dawn,33,0.203,False,Caelum,Dawn,20.3,high,1,2.4331,0
Caelum-Elysium,33,0.06821,False,Caelum,Elysium,6.82,low,0,0.8175,0
Caelum-Fenix,33,0.19365,True,Caelum,Fenix,19.36,medium,0,2.321,1
Dawn-Elysium,33,0.02433,False,Dawn,Elysium,2.43,very_low,0,0.2916,0
Dawn-Fenix,33,0.03495,True,Dawn,Fenix,3.5,very_low,0,0.4189,1
Elysium-Fenix,33,0.09353,False,Elysium,Fenix,9.35,low,0,1.121,0
Aegis-Boreas,34,0.11494,False,Aegis,Boreas,11.49,medium,0,1.3776,0
Aegis-Dawn,34,0.03512,False,Aegis,Dawn,3.51,very_low,0,0.4209,0
Aegis-Elysium,34,0.0568,False,Aegis,Elysium,5.68,low,0,0.6808,0
Boreas-Dawn,34,0.16521,False,Boreas,Dawn,16.52,medium,0,1.9802,0
Boreas-Elysium,34,0.03921,False,Boreas,Elysium,3.92,very_low,0,0.47,0
Boreas-Fenix,34,0.1505,True,Boreas,Fenix,15.05,medium,0,1.8038,1
Caelum-Dawn,34,0.03529,False,Caelum,Dawn,3.53,very_low,0,0.423,0
Caelum-Elysium,34,0.00044,True,Caelum,Elysium,0.04,very_low,0,0.0053,1
Caelum-Fenix,34,0.11744,False,Caelum,Fenix,11.74,medium,0,1.4076,0
Dawn-Elysium,34,0.08887,False,Dawn,Elysium,8.89,low,0,1.0652,0
Dawn-Fenix,34,0.0834330688935281,False,Dawn,Fenix,8.34,low,0,1.0,0
Elysium-Fenix,34,0.14825,False,Elysium,Fenix,14.82,medium,0,1.7769,0
Aegis-Boreas,35,0.03234,False,Aegis,Boreas,3.23,very_low,0,0.3876,0
Aegis-Dawn,35,0.03939,False,Aegis,Dawn,3.94,very_low,0,0.4721,0
Aegis-Elysium,35,0.03082,False,Aegis,Elysium,3.08,very_low,0,0.3694,0
Boreas-Dawn,35,0.06365,False,Boreas,Dawn,6.36,low,0,0.7629,0
Boreas-Elysium,35,0.13024,False,Boreas,Elysium,13.02,medium,0,1.561,0
Boreas-Fenix,35,0.06101,False,Boreas,Fenix,6.1,low,0,0.7312,0
Caelum-Dawn,35,0.19157,False,Caelum,Dawn,19.16,medium,0,2.2961,0
Caelum-Elysium,35,0.06589,False,Caelum,Elysium,6.59,low,0,0.7897,0
Caelum-Fenix,35,0.24663,False,Caelum,Fenix,24.66,high,1,2.956,0
Dawn-Elysium,35,0.00829,True,Dawn,Elysium,0.83,very_low,0,0.0994,1
Dawn-Fenix,35,0.10025,False,Dawn,Fenix,10.02,medium,0,1.2016,0
Elysium-Fenix,35,0.02992,False,Elysium,Fenix,2.99,very_low,0,0.3586,0
Aegis-Boreas,36,0.14044,False,Aegis,Boreas,14.04,medium,0,1.6833,0
Aegis-Dawn,36,0.11167,False,Aegis,Dawn,11.17,medium,0,1.3384,0
Aegis-Elysium,36,0.05077,False,Aegis,Elysium,5.08,low,0,0.6085,0
Boreas-Dawn,36,0.15458,False,Boreas,Dawn,15.46,medium,0,1.8527,0
Boreas-Elysium,36,0.10872,False,Boreas,Elysium,10.87,medium,0,1.3031,0
Boreas-Fenix,36,0.19809,False,Boreas,Fenix,19.81,medium,0,2.3742,0
Caelum-Dawn,36,0.00625,False,Caelum,Dawn,0.62,very_low,0,0.0749,0
Caelum-Elysium,36,0.06844,False,Caelum,Elysium,6.84,low,0,0.8203,0
Caelum-Fenix,36,0.00641,False,Caelum,Fenix,0.64,very_low,0,0.0768,0
Dawn-Elysium,36,0.0834330688935281,False,Dawn,Elysium,8.34,low,0,1.0,0
Dawn-Fenix,36,0.00977,False,Dawn,Fenix,0.98,very_low,0,0.1171,0
Elysium-Fenix,36,0.09235,False,Elysium,Fenix,9.24,low,0,1.1069,0
Aegis-Boreas,37,0.05364,True,Aegis,Boreas,5.36,low,0,0.6429,1
Aegis-Dawn,37,0.03694,False,Aegis,Dawn,3.69,very_low,0,0.4428,0
Aegis-Elysium,37,0.01264,False,Aegis,Elysium,1.26,very_low,0,0.1515,0
Boreas-Dawn,37,0.26166,False,Boreas,Dawn,26.17,high,1,3.1362,0
Boreas-Elysium,37,0.07969,False,Boreas,Elysium,7.97,low,0,0.9551,0
Boreas-Fenix,37,0.0602,False,Boreas,Fenix,6.02,low,0,0.7215,0
Caelum-Dawn,37,0.34862,False,Caelum,Dawn,34.86,high,1,4.1784,0
Caelum-Elysium,37,0.0118,False,Caelum,Elysium,1.18,very_low,0,0.1414,0
Caelum-Fenix,37,0.02359,False,Caelum,Fenix,2.36,very_low,0,0.2827,0
Dawn-Elysium,37,0.02144,False,Dawn,Elysium,2.14,very_low,0,0.257,0
Dawn-Fenix,37,0.03217,False,Dawn,Fenix,3.22,very_low,0,0.3856,0
Elysium-Fenix,37,0.05762,False,Elysium,Fenix,5.76,low,0,0.6906,0
Aegis-Boreas,38,0.05222,False,Aegis,Boreas,5.22,low,0,0.6259,0
Aegis-Dawn,38,0.24962,True,Aegis,Dawn,24.96,high,1,2.9919,1
Aegis-Elysium,38,0.00095,False,Aegis,Elysium,0.1,very_low,0,0.0114,0
Boreas-Dawn,38,0.19795,False,Boreas,Dawn,19.79,medium,0,2.3726,0
Boreas-Elysium,38,0.13429,True,Boreas,Elysium,13.43,medium,0,1.6096,1
Boreas-Fenix,38,0.02779,False,Boreas,Fenix,2.78,very_low,0,0.3331,0
Caelum-Dawn,38,0.09206,False,Caelum,Dawn,9.21,low,0,1.1034,0
Caelum-Elysium,38,0.14788,False,Caelum,Elysium,14.79,medium,0,1.7724,0
Caelum-Fenix,38,0.03893,False,Caelum,Fenix,3.89,very_low,0,0.4666,0
Dawn-Elysium,38,0.00037,False,Dawn,Elysium,0.04,very_low,0,0.0044,0
Dawn-Fenix,38,0.01673,False,Dawn,Fenix,1.67,very_low,0,0.2005,0
Elysium-Fenix,38,0.0412,False,Elysium,Fenix,4.12,very_low,0,0.4938,0
Aegis-Boreas,39,0.02705,False,Aegis,Boreas,2.7,very_low,0,0.3242,0
Aegis-Dawn,39,0.01414,False,Aegis,Dawn,1.41,very_low,0,0.1695,0
Aegis-Elysium,39,0.20275,False,Aegis,Elysium,20.28,high,1,2.4301,0
Boreas-Dawn,39,0.13222,True,Boreas,Dawn,13.22,medium,0,1.5847,1
Boreas-Elysium,39,0.08962,False,Boreas,Elysium,8.96,low,0,1.0742,0
Boreas-Fenix,39,0.2502,False,Boreas,Fenix,25.02,high,1,2.9988,0
Caelum-Dawn,39,0.09695,False,Caelum,Dawn,9.7,low,0,1.162,0
Caelum-Elysium,39,0.01555,False,Caelum,Elysium,1.56,very_low,0,0.1864,0
Caelum-Fenix,39,0.05466,False,Caelum,Fenix,5.47,low,0,0.6551,0
Dawn-Elysium,39,0.08719,False,Dawn,Elysium,8.72,low,0,1.045,0
Dawn-Fenix,39,0.00039,False,Dawn,Fenix,0.04,very_low,0,0.0047,0
Elysium-Fenix,39,0.02926,False,Elysium,Fenix,2.93,very_low,0,0.3507,0
Aegis-Boreas,40,0.20895,False,Aegis,Boreas,20.9,high,1,2.5044,0
Aegis-Dawn,40,0.12932,False,Aegis,Dawn,12.93,medium,0,1.55,0
Aegis-Elysium,40,0.03212,True,Aegis,Elysium,3.21,very_low,0,0.385,1
Boreas-Dawn,40,0.01027,False,Boreas,Dawn,1.03,very_low,0,0.1231,0
Boreas-Elysium,40,0.03548,False,Boreas,Elysium,3.55,very_low,0,0.4253,0
Boreas-Fenix,40,0.05579,True,Boreas,Fenix,5.58,low,0,0.6687,1
Caelum-Dawn,40,0.02375,False,Caelum,Dawn,2.38,very_low,0,0.2847,0
Caelum-Elysium,40,0.08338,False,Caelum,Elysium,8.34,low,0,0.9994,0
Caelum-Fenix,40,0.21458,False,Caelum,Fenix,21.46,high,1,2.5719,0
Dawn-Elysium,40,0.05966,False,Dawn,Elysium,5.97,low,0,0.7151,0
Dawn-Fenix,40,0.02904,False,Dawn,Fenix,2.9,very_low,0,0.3481,0
Elysium-Fenix,40,0.11767,False,Elysium,Fenix,11.77,medium,0,1.4104,0
Aegis-Boreas,41,0.08823,False,Aegis,Boreas,8.82,low,0,1.0575,0
Aegis-Dawn,41,0.02838,False,Aegis,Dawn,2.84,very_low,0,0.3402,0
Aegis-Elysium,41,0.01536,False,Aegis,Elysium,1.54,very_low,0,0.1841,0
Boreas-Dawn,41,0.21705,False,Boreas,Dawn,21.7,high,1,2.6015,0
Boreas-Elysium,41,0.00492,False,Boreas,Elysium,0.49,very_low,0,0.059,0
Boreas-Fenix,41,0.17966,False,Boreas,Fenix,17.97,medium,0,2.1533,0
Caelum-Dawn,41,0.04665,False,Caelum,Dawn,4.66,very_low,0,0.5591,0
Caelum-Elysium,41,0.00516,False,Caelum,Elysium,0.52,very_low,0,0.0618,0
Caelum-Fenix,41,0.13781,False,Caelum,Fenix,13.78,medium,0,1.6517,0
Dawn-Elysium,41,0.06859,True,Dawn,Elysium,6.86,low,0,0.8221,1
Dawn-Fenix,41,0.02134,False,Dawn,Fenix,2.13,very_low,0,0.2558,0
Elysium-Fenix,41,0.0834330688935281,False,Elysium,Fenix,8.34,low,0,1.0,0
Aegis-Boreas,42,0.00838,False,Aegis,Boreas,0.84,very_low,0,0.1004,0
Aegis-Dawn,42,0.08002,False,Aegis,Dawn,8.0,low,0,0.9591,0
Aegis-Elysium,42,0.00423,False,Aegis,Elysium,0.42,very_low,0,0.0507,0
Boreas-Dawn,42,0.1309,False,Boreas,Dawn,13.09,medium,0,1.5689,0
Boreas-Elysium,42,0.03871,False,Boreas,Elysium,3.87,very_low,0,0.464,0
Boreas-Fenix,42,0.04545,False,Boreas,Fenix,4.54,very_low,0,0.5447,0
Caelum-Dawn,42,0.10075,False,Caelum,Dawn,10.08,medium,0,1.2076,0
Caelum-Elysium,42,0.09079,True,Caelum,Elysium,9.08,low,0,1.0882,1
Caelum-Fenix,42,0.22551,False,Caelum,Fenix,22.55,high,1,2.7029,0
Dawn-Elysium,42,0.08267,False,Dawn,Elysium,8.27,low,0,0.9909,0
Dawn-Fenix,42,0.13327,False,Dawn,Fenix,13.33,medium,0,1.5973,0
Elysium-Fenix,42,0.05934,False,Elysium,Fenix,5.93,low,0,0.7112,0
Aegis-Boreas,43,0.19045,True,Aegis,Boreas,19.05,medium,0,2.2827,1
Aegis-Dawn,43,0.05444,False,Aegis,Dawn,5.44,low,0,0.6525,0
Aegis-Elysium,43,0.05825,False,Aegis,Elysium,5.82,low,0,0.6982,0
Boreas-Dawn,43,0.36121,False,Boreas,Dawn,36.12,very_high,1,4.3293,0
Boreas-Elysium,43,0.01206,False,Boreas,Elysium,1.21,very_low,0,0.1445,0
Boreas-Fenix,43,0.08376,False,Boreas,Fenix,8.38,low,0,1.0039,0
Caelum-Dawn,43,0.0155,False,Caelum,Dawn,1.55,very_low,0,0.1858,0
Caelum-Elysium,43,0.01329,False,Caelum,Elysium,1.33,very_low,0,0.1593,0
Caelum-Fenix,43,0.01629,False,Caelum,Fenix,1.63,very_low,0,0.1952,0
Dawn-Elysium,43,0.04399,False,Dawn,Elysium,4.4,very_low,0,0.5272,0
Dawn-Fenix,43,0.09194,False,Dawn,Fenix,9.19,low,0,1.102,0
Elysium-Fenix,43,0.05883,False,Elysium,Fenix,5.88,low,0,0.7051,0
Aegis-Boreas,44,0.05196,False,Aegis,Boreas,5.2,low,0,0.6228,0
Aegis-Dawn,44,0.11293,False,Aegis,Dawn,11.29,medium,0,1.3535,0
Aegis-Elysium,44,0.11865,False,Aegis,Elysium,11.86,medium,0,1.4221,0
Boreas-Dawn,44,0.11354,False,Boreas,Dawn,11.35,medium,0,1.3609,0
Boreas-Elysium,44,0.0492,False,Boreas,Elysium,4.92,very_low,0,0.5897,0
Boreas-Fenix,44,0.04542,True,Boreas,Fenix,4.54,very_low,0,0.5444,1
Caelum-Dawn,44,0.1203,False,Caelum,Dawn,12.03,medium,0,1.4419,0
Caelum-Elysium,44,0.2262,False,Caelum,Elysium,22.62,high,1,2.7112,0
Caelum-Fenix,44,0.05969,False,Caelum,Fenix,5.97,low,0,0.7154,0
Dawn-Elysium,44,0.00395,False,Dawn,Elysium,0.4,very_low,0,0.0473,0
Dawn-Fenix,44,0.0838,False,Dawn,Fenix,8.38,low,0,1.0044,0
Elysium-Fenix,44,0.01435,False,Elysium,Fenix,1.44,very_low,0,0.172,0
Aegis-Boreas,45,0.00171,False,Aegis,Boreas,0.17,very_low,0,0.0205,0
Aegis-Dawn,45,0.29488,False,Aegis,Dawn,29.49,high,1,3.5343,0
Aegis-Elysium,45,0.07201,False,Aegis,Elysium,7.2,low,0,0.8631,0
Boreas-Dawn,45,0.05379,False,Boreas,Dawn,5.38,low,0,0.6447,0
Boreas-Elysium,45,0.0258,False,Boreas,Elysium,2.58,very_low,0,0.3092,0
Boreas-Fenix,45,0.0834330688935281,False,Boreas,Fenix,8.34,low,0,1.0,0
Caelum-Dawn,45,0.14888,False,Caelum,Dawn,14.89,medium,0,1.7844,0
Caelum-Elysium,45,0.16156,False,Caelum,Elysium,16.16,medium,0,1.9364,0
Caelum-Fenix,45,0.03683,False,Caelum,Fenix,3.68,very_low,0,0.4414,0
Dawn-Elysium,45,0.09571,False,Dawn,Elysium,9.57,low,0,1.1471,0
Dawn-Fenix,45,0.06095,False,Dawn,Fenix,6.1,low,0,0.7305,0
Elysium-Fenix,45,0.00125,False,Elysium,Fenix,0.12,very_low,0,0.015,0
Aegis-Boreas,46,0.11109,False,Aegis,Boreas,11.11,medium,0,1.3315,0
Aegis-Dawn,46,0.10259,False,Aegis,Dawn,10.26,medium,0,1.2296,0
Aegis-Elysium,46,0.0009,False,Aegis,Elysium,0.09,very_low,0,0.0108,0
Boreas-Dawn,46,0.15367,False,Boreas,Dawn,15.37,medium,0,1.8418,0
Boreas-Elysium,46,0.05394,False,Boreas,Elysium,5.39,low,0,0.6465,0
Boreas-Fenix,46,0.00993,False,Boreas,Fenix,0.99,very_low,0,0.119,0
Caelum-Dawn,46,0.06004,False,Caelum,Dawn,6.0,low,0,0.7196,0
Caelum-Elysium,46,0.18694,False,Caelum,Elysium,18.69,medium,0,2.2406,0
Caelum-Fenix,46,0.07618,False,Caelum,Fenix,7.62,low,0,0.9131,0
Dawn-Elysium,46,0.03062,False,Dawn,Elysium,3.06,very_low,0,0.367,0
Dawn-Fenix,46,0.01016,False,Dawn,Fenix,1.02,very_low,0,0.1218,0
Elysium-Fenix,46,0.0834330688935281,False,Elysium,Fenix,8.34,low,0,1.0,0
Aegis-Boreas,47,0.08217,False,Aegis,Boreas,8.22,low,0,0.9849,0
Aegis-Dawn,47,0.03073,False,Aegis,Dawn,3.07,very_low,0,0.3683,0
Aegis-Elysium,47,0.01981,False,Aegis,Elysium,1.98,very_low,0,0.2374,0
Boreas-Dawn,47,0.02489,False,Boreas,Dawn,2.49,very_low,0,0.2983,0
Boreas-Elysium,47,0.09045,False,Boreas,Elysium,9.04,low,0,1.0841,0
Boreas-Fenix,47,0.18599,False,Boreas,Fenix,18.6,medium,0,2.2292,0
Caelum-Dawn,47,0.09653,False,Caelum,Dawn,9.65,low,0,1.157,0
Caelum-Elysium,47,0.07908,False,Caelum,Elysium,7.91,low,0,0.9478,0
Caelum-Fenix,47,0.06511,False,Caelum,Fenix,6.51,low,0,0.7804,0
Dawn-Elysium,47,0.02916,False,Dawn,Elysium,2.92,very_low,0,0.3495,0
Dawn-Fenix,47,0.1022,False,Dawn,Fenix,10.22,medium,0,1.2249,0
Elysium-Fenix,47,0.19389,False,Elysium,Fenix,19.39,medium,0,2.3239,0
Aegis-Boreas,48,0.08916,False,Aegis,Boreas,8.92,low,0,1.0686,0
Aegis-Dawn,48,0.00405,False,Aegis,Dawn,0.4,very_low,0,0.0485,0
Aegis-Elysium,48,0.12162,False,Aegis,Elysium,12.16,medium,0,1.4577,0
Boreas-Dawn,48,0.16517,True,Boreas,Dawn,16.52,medium,0,1.9797,1
Boreas-Elysium,48,0.09287,False,Boreas,Elysium,9.29,low,0,1.1131,0
Boreas-Fenix,48,0.03213,False,Boreas,Fenix,3.21,very_low,0,0.3851,0
Caelum-Dawn,48,0.03532,False,Caelum,Dawn,3.53,very_low,0,0.4233,0
Caelum-Elysium,48,0.08217,True,Caelum,Elysium,8.22,low,0,0.9849,1
Caelum-Fenix,48,0.007,False,Caelum,Fenix,0.7,very_low,0,0.0839,0
Dawn-Elysium,48,0.10852,False,Dawn,Elysium,10.85,medium,0,1.3007,0
Dawn-Fenix,48,0.17277,False,Dawn,Fenix,17.28,medium,0,2.0708,0
Elysium-Fenix,48,0.08921,False,Elysium,Fenix,8.92,low,0,1.0692,0
Aegis-Boreas,49,0.05101,True,Aegis,Boreas,5.1,low,0,0.6114,1
Aegis-Dawn,49,0.11053,False,Aegis,Dawn,11.05,medium,0,1.3248,0
Aegis-Elysium,49,0.00154,False,Aegis,Elysium,0.15,very_low,0,0.0185,0
Boreas-Dawn,49,0.01641,False,Boreas,Dawn,1.64,very_low,0,0.1967,0
Boreas-Elysium,49,0.07205,False,Boreas,Elysium,7.2,low,0,0.8636,0
Boreas-Fenix,49,0.20271,False,Boreas,Fenix,20.27,high,1,2.4296,0
Caelum-Dawn,49,0.12618,False,Caelum,Dawn,12.62,medium,0,1.5123,0
Caelum-Elysium,49,0.14476,False,Caelum,Elysium,14.48,medium,0,1.735,0
Caelum-Fenix,49,0.0102,False,Caelum,Fenix,1.02,very_low,0,0.1223,0
Dawn-Elysium,49,0.12913,False,Dawn,Elysium,12.91,medium,0,1.5477,0
Dawn-Fenix,49,0.13056,False,Dawn,Fenix,13.06,medium,0,1.5648,0
Elysium-Fenix,49,0.00492,False,Elysium,Fenix,0.49,very_low,0,0.059,0
Aegis-Boreas,50,0.07595,False,Aegis,Boreas,7.6,low,0,0.9103,0
Aegis-Dawn,50,0.00663,False,Aegis,Dawn,0.66,very_low,0,0.0795,0
Aegis-Elysium,50,0.12482,False,Aegis,Elysium,12.48,medium,0,1.496,0
Boreas-Dawn,50,0.02472,False,Boreas,Dawn,2.47,very_low,0,0.2963,0
Boreas-Elysium,50,0.07073,False,Boreas,Elysium,7.07,low,0,0.8477,0
Boreas-Fenix,50,0.0834330688935281,False,Boreas,Fenix,8.34,low,0,1.0,0
Caelum-Dawn,50,0.11378,True,Caelum,Dawn,11.38,medium,0,1.3637,1
Caelum-Elysium,50,0.26642,False,Caelum,Elysium,26.64,high,1,3.1932,0
Caelum-Fenix,50,0.02941,False,Caelum,Fenix,2.94,very_low,0,0.3525,0
Dawn-Elysium,50,0.06798,False,Dawn,Elysium,6.8,low,0,0.8148,0
Dawn-Fenix,50,0.08065,False,Dawn,Fenix,8.06,low,0,0.9666,0
Elysium-Fenix,50,0.12163,False,Elysium,Fenix,12.16,medium,0,1.4578,0
Aegis-Boreas,51,0.18598,False,Aegis,Boreas,18.6,medium,0,2.2291,0
Aegis-Dawn,51,0.13499,False,Aegis,Dawn,13.5,medium,0,1.6179,0
Aegis-Elysium,51,0.0337,False,Aegis,Elysium,3.37,very_low,0,0.4039,0
Boreas-Dawn,51,0.01203,False,Boreas,Dawn,1.2,very_low,0,0.1442,0
