link_id,tick,load_units,load_ratio,status,observed_latency_ms
Caelum-Fenix,100,18.1,0.1422,ok,117791.264
Elysium-Fenix,145,39.9,0.2628,ok,207689.34
Elysium-Fenix,190,24.9,0.1638,ok,175530.664
Boreas-Dawn,481,52.5,0.26,ok,91348.486
Aegis-Boreas,144,56.5,0.2718,ok,77338.236
Boreas-Dawn,426,80.7,0.3996,ok,124326.614
Dawn-Fenix,40,19.9,0.127,ok,73653.309
Caelum-Dawn,85,11.1,0.1208,ok,113631.259
Aegis-Elysium,207,45.3,0.2245,ok,175827.089
Boreas-Elysium,334,82.0,0.3998,ok,174808.499
Boreas-Elysium,405,12.2,0.0595,ok,100514.472
Boreas-Fenix,121,18.3,0.108,ok,144018.79
Aegis-Boreas,483,26.4,0.1268,ok,64738.301
Caelum-Dawn,171,14.1,0.1528,ok,118411.33
Boreas-Fenix,464,41.4,0.2449,ok,167706.446
Dawn-Elysium,487,25.3,0.3672,ok,168341.261
Aegis-Dawn,118,16.0,0.1633,ok,129922.837
Boreas-Fenix,450,28.4,0.1678,ok,151284.789
Aegis-Boreas,470,30.5,0.1468,ok,22834.21
Boreas-Fenix,78,104.8,0.6202,ok,542443.066
Caelum-Fenix,401,11.9,0.0937,ok,114186.028
Aegis-Dawn,39,19.4,0.1976,ok,132527.526
Boreas-Elysium,426,138.4,0.6752,ok,505265.654
Elysium-Fenix,118,22.7,0.1495,ok,176912.692
Caelum-Dawn,151,13.4,0.1454,ok,122408.432
Caelum-Dawn,240,17.9,0.1942,ok,125300.236
Dawn-Elysium,377,8.0,0.1154,ok,103061.367
Caelum-Dawn,40,2.5,0.0269,ok,112868.811
Aegis-Elysium,232,43.1,0.2131,ok,182862.673
Boreas-Elysium,310,59.5,0.2903,ok,132721.303
Aegis-Boreas,471,87.5,0.4207,ok,117180.127
Elysium-Fenix,314,81.9,0.5389,ok,474989.352
Caelum-Fenix,57,6.9,0.0547,ok,112071.95
Elysium-Fenix,350,77.3,0.5086,ok,423487.153
Boreas-Dawn,150,9.5,0.0472,ok,67050.324
Elysium-Fenix,187,23.1,0.1517,ok,485037.953
Boreas-Dawn,189,32.5,0.1607,ok,75728.649
Caelum-Fenix,344,43.3,0.3406,ok,169358.005
Boreas-Fenix,470,54.9,0.3247,ok,198500.533
Caelum-Dawn,299,32.9,0.3576,ok,175418.737
Aegis-Elysium,324,12.2,0.0603,ok,157017.576
Elysium-Fenix,119,22.1,0.1451,ok,180575.315
Aegis-Elysium,45,44.5,0.2204,ok,179225.725
Caelum-Elysium,110,24.0,0.2897,ok,173034.669
Caelum-Fenix,117,54.3,0.4276,ok,219926.21
Boreas-Fenix,200,65.5,0.3876,ok,230871.325
Boreas-Dawn,46,9.3,0.0462,ok,70066.5
Aegis-Boreas,199,49.5,0.2379,ok,74114.388
Elysium-Fenix,362,9.2,0.0605,ok,168571.797
Dawn-Fenix,397,4.2,0.027,ok,27881.961
Dawn-Fenix,2,67.6,0.4309,ok,140463.423
Dawn-Fenix,285,32.0,0.2037,ok,82476.704
Dawn-Fenix,58,66.2,0.4219,ok,134969.735
Dawn-Fenix,303,46.1,0.2937,ok,97764.966
Aegis-Elysium,402,75.1,0.3718,ok,261071.912
Caelum-Elysium,348,4.4,0.0536,ok,127938.317
Caelum-Dawn,472,20.5,0.2234,ok,131654.751
Elysium-Fenix,395,26.3,0.1732,ok,185580.721
Dawn-Fenix,250,31.7,0.202,ok,81130.11
Aegis-Elysium,356,116.9,0.5786,ok,513098.458
Dawn-Elysium,12,31.5,0.4567,ok,216537.988
Dawn-Fenix,17,27.2,0.173,ok,75947.802
Caelum-Elysium,343,62.3,0.7504,ok,981704.304
Boreas-Fenix,54,43.3,0.2559,ok,173686.886
Dawn-Elysium,345,5.4,0.0781,ok,103136.072
Caelum-Fenix,33,53.3,0.4198,ok,214288.816
Aegis-Boreas,379,58.0,0.2787,ok,82119.493
Elysium-Fenix,212,18.8,0.1235,ok,173171.251
Aegis-Elysium,209,38.4,0.19,ok,170985.037
Caelum-Elysium,314,14.3,0.1727,ok,138443.783
Caelum-Fenix,74,15.1,0.1191,ok,117408.63
Boreas-Elysium,364,55.0,0.2681,ok,125937.561
Caelum-Dawn,498,17.5,0.1904,ok,125502.068
Caelum-Fenix,95,12.0,0.0947,ok,113485.74
Elysium-Fenix,396,32.0,0.2108,ok,192009.692
Aegis-Boreas,198,62.9,0.3024,ok,83045.037
Caelum-Dawn,488,37.9,0.4118,ok,209620.562
Aegis-Boreas,113,43.6,0.2098,ok,71300.629
Aegis-Boreas,181,68.2,0.328,ok,87841.809
Caelum-Fenix,112,90.4,0.7116,ok,703060.531
Caelum-Elysium,180,15.2,0.1826,ok,143759.595
Boreas-Dawn,170,77.6,0.384,ok,118963.513
Aegis-Elysium,426,30.8,0.1526,ok,165973.637
Dawn-Elysium,251,14.1,0.2042,ok,121613.159
Boreas-Elysium,217,79.2,0.3862,ok,165889.413
Dawn-Fenix,219,22.3,0.1422,ok,79327.556
Elysium-Fenix,336,16.2,0.1067,ok,166856.919
Boreas-Fenix,202,19.0,0.1125,ok,136259.437
Caelum-Elysium,328,6.6,0.08,ok,124739.169
Caelum-Fenix,307,25.7,0.2024,ok,128052.533
Elysium-Fenix,34,30.8,0.2025,ok,197030.208
Aegis-Boreas,496,82.0,0.3943,ok,105623.699
Dawn-Elysium,14,4.2,0.0613,ok,103286.488
Caelum-Fenix,469,63.4,0.4995,ok,280746.943
Elysium-Fenix,292,39.2,0.2577,ok,208465.659
Boreas-Dawn,190,126.9,0.6281,ok,288602.194
Aegis-Boreas,320,71.5,0.3438,ok,91485.896
Caelum-Fenix,120,21.02,0.1419,ok,120268.462
Aegis-Dawn,29,45.5,0.4647,ok,259705.011
Aegis-Boreas,173,89.2,0.4288,ok,120124.331
Boreas-Elysium,219,44.3,0.216,ok,116138.607
Caelum-Elysium,470,14.7,0.1777,ok,140720.266
Caelum-Dawn,39,40.4,0.4397,ok,227901.785
Aegis-Elysium,71,45.7,0.2262,ok,188413.539
Aegis-Elysium,280,118.0,0.5843,ok,531880.748
Caelum-Elysium,32,14.8,0.1782,ok,142718.723
Aegis-Elysium,174,34.4,0.1705,ok,164926.86
Aegis-Boreas,108,78.2,0.3759,ok,100991.385
Dawn-Fenix,394,41.7,0.2655,ok,90115.93
Dawn-Fenix,374,53.5,0.3408,ok,109832.513
Dawn-Elysium,169,2.4,0.0342,ok,100641.383
Boreas-Elysium,191,29.0,0.1413,ok,103568.593
Elysium-Fenix,237,20.2,0.1327,ok,171194.107
Caelum-Elysium,251,30.7,0.3698,ok,212725.004
Dawn-Fenix,352,42.1,0.2681,ok,89751.247
Dawn-Fenix,354,49.6,0.316,ok,102830.555
Dawn-Elysium,86,23.1,0.3345,ok,152510.943
Caelum-Elysium,339,21.42,0.1313,ok,138022.74
Elysium-Fenix,421,74.5,0.4902,ok,397050.739
Boreas-Dawn,233,13.0,0.0644,ok,67562.419
Aegis-Boreas,159,29.8,0.1433,ok,62757.403
Boreas-Elysium,483,76.9,0.3751,ok,159631.729
Caelum-Fenix,92,42.2,0.3324,ok,166112.287
Boreas-Dawn,155,104.3,0.5164,ok,181710.052
Elysium-Fenix,127,82.1,0.5401,ok,473872.874
Boreas-Fenix,236,71.9,0.4254,ok,262773.178
Aegis-Dawn,254,55.2,0.5634,ok,376898.074
Boreas-Elysium,35,91.3,0.4455,ok,202692.857
Boreas-Dawn,73,18.7,0.0925,ok,69552.914
Boreas-Fenix,374,42.6,0.2523,ok,173801.106
Boreas-Elysium,460,11.6,0.0565,ok,101660.636
Caelum-Elysium,391,6.7,0.0805,ok,126180.126
Boreas-Fenix,396,35.6,0.2106,ok,154618.196
Elysium-Fenix,318,24.4,0.1604,ok,176671.896
Caelum-Fenix,259,39.1,0.3082,ok,159936.464
Caelum-Dawn,8,39.9,0.4338,ok,226180.303
Aegis-Boreas,33,42.7,0.2053,ok,27694.564
Aegis-Elysium,284,45.1,0.2232,ok,180351.141
Aegis-Dawn,479,49.06,0.2885,ok,154658.985
Caelum-Fenix,236,42.4,0.3342,ok,165658.652
Boreas-Elysium,125,103.1,0.503,ok,246718.721
Aegis-Dawn,282,28.0,0.2856,ok,158633.625
Boreas-Dawn,469,79.0,0.391,ok,119943.249
Aegis-Boreas,317,50.7,0.2438,ok,74932.276
Caelum-Dawn,486,16.5,0.179,ok,123926.315
Caelum-Fenix,428,46.7,0.3681,ok,183865.769
Caelum-Fenix,238,34.0,0.2674,ok,142847.054
Boreas-Elysium,205,82.7,0.4034,ok,174826.748
Caelum-Elysium,445,7.6,0.0913,ok,132286.285
Caelum-Elysium,482,25.1,0.3026,ok,178057.143
Dawn-Fenix,115,64.9,0.4133,ok,131523.591
Boreas-Fenix,2,31.5,0.1866,ok,149366.659
Aegis-Dawn,16,29.7,0.3029,ok,160148.346
Aegis-Elysium,474,68.5,0.3389,ok,234519.696
Dawn-Fenix,436,72.7,0.4633,ok,154243.825
Aegis-Boreas,212,60.1,0.2889,ok,79473.864
Boreas-Dawn,3,43.6,0.2156,ok,81054.916
Aegis-Elysium,192,49.4,0.2447,ok,189029.973
Caelum-Elysium,125,19.3,0.2326,ok,155816.572
Aegis-Dawn,407,41.9,0.4276,ok,231374.518
Aegis-Dawn,230,3.8,0.0383,ok,122489.154
Caelum-Fenix,414,21.2,0.1667,ok,125717.171
Aegis-Boreas,313,64.3,0.3092,ok,84582.052
Boreas-Fenix,138,89.5,0.5294,ok,372290.461
Aegis-Elysium,251,15.9,0.0788,ok,153034.073
Dawn-Elysium,230,12.2,0.1768,ok,110783.515
Boreas-Fenix,130,44.7,0.2644,ok,167231.87
Boreas-Dawn,104,62.4,0.3091,ok,95837.796
Aegis-Elysium,111,20.6,0.1021,ok,164091.511
Aegis-Dawn,379,5.4,0.0556,ok,116316.138
Dawn-Fenix,146,40.6,0.2586,ok,87862.032
Caelum-Dawn,324,13.3,0.1445,ok,119153.673
Caelum-Fenix,374,38.8,0.3059,ok,158577.169
Boreas-Dawn,108,45.3,0.2244,ok,84816.902
Aegis-Boreas,219,32.0,0.1538,ok,31146.737
Aegis-Elysium,404,51.339999999999996,0.296,ok,210304.053
Aegis-Elysium,163,46.1,0.2285,ok,185094.279
Caelum-Elysium,427,15.5,0.1872,ok,142177.782
Dawn-Elysium,174,48.6,0.704,ok,610586.12
Aegis-Dawn,208,44.5,0.4539,ok,250598.367
Boreas-Elysium,233,31.1,0.1518,ok,103748.603
Boreas-Fenix,92,9.9,0.0587,ok,135222.041
Caelum-Elysium,477,16.5,0.1982,ok,147253.565
Aegis-Dawn,88,18.7,0.1907,ok,132540.674
Boreas-Dawn,463,90.3,0.4471,ok,142226.759
Elysium-Fenix,444,39.5,0.2599,ok,215885.925
Boreas-Dawn,102,38.3,0.1898,ok,77168.725
Elysium-Fenix,275,78.9,0.5194,ok,435955.792
Aegis-Dawn,209,26.9,0.2741,ok,155984.578
Aegis-Boreas,187,25.6,0.123,ok,62609.711
Caelum-Elysium,106,22.1,0.2666,ok,162686.333
Boreas-Elysium,130,47.3,0.2307,ok,115204.102
Caelum-Dawn,154,14.9,0.1619,ok,122160.044
Elysium-Fenix,339,24.5,0.1609,ok,185680.371
Aegis-Boreas,286,48.2,0.2318,ok,72239.732
Caelum-Dawn,353,17.9,0.194,ok,125052.522
Caelum-Fenix,12,38.3,0.3018,ok,155201.872
Aegis-Elysium,263,54.9,0.2716,ok,199378.085
Boreas-Elysium,425,83.3,0.4062,ok,176607.902
Aegis-Boreas,449,75.5,0.3629,ok,97533.451
Aegis-Boreas,297,23.6,0.1135,ok,61941.229
Aegis-Elysium,74,96.9,0.4796,ok,358227.893
Aegis-Dawn,57,19.9,0.2033,ok,134902.47
Boreas-Dawn,130,21.7,0.1072,ok,70958.178
Aegis-Elysium,39,110.8,0.5487,ok,221817.031
Aegis-Elysium,246,50.8,0.2514,ok,190461.225
Aegis-Boreas,195,55.7,0.268,ok,77598.982
Dawn-Fenix,43,47.5,0.3027,ok,98157.606
Elysium-Fenix,324,52.8,0.3474,ok,256548.622
Dawn-Fenix,366,65.9,0.4195,ok,136710.234
Caelum-Fenix,175,88.3,0.6954,ok,642037.641
Aegis-Dawn,235,27.2,0.2773,ok,154128.419
Caelum-Fenix,116,7.4,0.058,ok,111327.684
Aegis-Boreas,278,41.0,0.1972,ok,69458.819
Caelum-Elysium,497,5.8,0.0696,ok,132511.566
Dawn-Elysium,397,1.5,0.0222,ok,99968.982
Elysium-Fenix,291,105.6,0.6946,ok,947388.198
Dawn-Elysium,326,13.7,0.1979,ok,113507.423
Boreas-Fenix,429,73.6,0.4354,ok,268914.84
Boreas-Elysium,149,26.3,0.1285,ok,103539.625
Dawn-Elysium,158,7.6,0.1098,ok,104361.579
Aegis-Boreas,116,49.7,0.2389,ok,71109.234
Aegis-Elysium,228,21.1,0.1046,ok,163376.94
Aegis-Elysium,460,74.5,0.369,ok,250620.723
Caelum-Elysium,476,9.5,0.1148,ok,133090.212
Aegis-Boreas,228,45.1,0.217,ok,69872.305
Boreas-Dawn,464,113.0,0.5593,ok,214854.839
Aegis-Dawn,152,12.8,0.1303,ok,125079.843
Elysium-Fenix,177,86.0,0.5661,ok,531444.643
Caelum-Fenix,265,40.6,0.3197,ok,162266.699
Aegis-Boreas,88,86.0,0.4135,ok,110325.485
Elysium-Fenix,189,26.0,0.1712,ok,175989.087
Aegis-Dawn,323,12.3,0.126,ok,124349.028
Dawn-Elysium,90,4.4,0.0634,ok,105092.129
Aegis-Boreas,481,81.3,0.3908,ok,103964.554
Dawn-Fenix,273,5.6,0.0354,ok,71618.203
Caelum-Dawn,447,33.1,0.3593,ok,177420.266
Aegis-Dawn,73,10.0,0.102,ok,119402.625
Boreas-Dawn,493,61.3,0.3035,ok,96934.833
Caelum-Dawn,260,17.5,0.1907,ok,126693.882
Dawn-Elysium,355,40.8,0.591,ok,362857.274
Aegis-Boreas,205,79.4,0.3819,ok,102138.988
Caelum-Elysium,15,51.1,0.6151,ok,498494.055
Caelum-Elysium,130,11.6,0.1401,ok,136063.608
Aegis-Boreas,418,31.4,0.1508,ok,64416.401
Caelum-Fenix,160,38.0,0.2993,ok,152231.972
Boreas-Fenix,402,54.0,0.3195,ok,198957.264
Elysium-Fenix,213,72.4,0.4764,ok,377350.343
Caelum-Elysium,430,27.6,0.3324,ok,191659.618
Boreas-Fenix,1,20.2,0.1192,ok,139854.75
Dawn-Fenix,349,41.9,0.2671,ok,91592.565
Aegis-Dawn,177,27.9,0.2843,ok,156707.573
Dawn-Elysium,298,18.7,0.2717,ok,130588.835
Aegis-Dawn,237,42.3,0.4318,ok,232216.967
Elysium-Fenix,323,23.1,0.1518,ok,175274.594
Dawn-Fenix,405,16.1,0.1026,ok,74197.055
Caelum-Dawn,456,19.2,0.2092,ok,128991.725
Dawn-Fenix,321,47.1,0.3002,ok,97403.117
Boreas-Elysium,331,71.1,0.347,ok,149589.753
Boreas-Fenix,441,22.2,0.1311,ok,142124.729
Aegis-Elysium,493,13.1,0.0647,ok,155653.085
Aegis-Elysium,275,73.2,0.3623,ok,249930.889
Caelum-Elysium,46,34.2,0.4126,ok,237164.461
Elysium-Fenix,120,54.9,0.3615,ok,261258.781
Boreas-Dawn,320,35.9,0.1776,ok,78302.784
Aegis-Boreas,322,58.9,0.2831,ok,81173.425
Caelum-Dawn,458,17.0,0.1847,ok,124303.973
Boreas-Fenix,143,46.7,0.2762,ok,173671.138
Caelum-Dawn,199,5.5,0.0594,ok,112968.462
Aegis-Elysium,496,141.6,0.701,ok,911683.085
Boreas-Fenix,484,19.9,0.1175,ok,139887.211
Dawn-Elysium,294,27.3,0.3959,ok,179281.335
Dawn-Fenix,363,114.8,0.731,ok,493926.494
Boreas-Fenix,207,48.5,0.2871,ok,180973.422
Aegis-Boreas,118,34.9,0.1678,ok,64267.872
Aegis-Elysium,4,68.2,0.3374,ok,232725.557
Caelum-Elysium,457,17.5,0.2111,ok,147406.555
Caelum-Dawn,76,10.3,0.1121,ok,116445.953
Aegis-Elysium,169,72.4,0.3583,ok,242642.884
Elysium-Fenix,278,20.9,0.1375,ok,172241.081
Elysium-Fenix,499,21.4,0.1407,ok,176983.321
Boreas-Elysium,428,54.8,0.2672,ok,122856.455
Aegis-Dawn,213,24.1,0.2464,ok,148018.752
Boreas-Elysium,383,53.3,0.2601,ok,125872.653
Caelum-Fenix,479,28.9,0.2276,ok,132880.314
Dawn-Fenix,425,43.2,0.2754,ok,91921.045
Boreas-Dawn,471,118.4,0.5859,ok,237967.774
Dawn-Elysium,118,23.8,0.3445,ok,158948.817
Caelum-Elysium,66,24.6,0.2963,ok,174532.104
Dawn-Fenix,491,81.2,0.5173,ok,187131.989
Boreas-Dawn,209,130.4,0.6456,ok,310784.887
Boreas-Fenix,387,89.2,0.5278,ok,369945.127
Boreas-Elysium,77,33.3,0.1624,ok,103838.194
Dawn-Elysium,335,20.3,0.2948,ok,138368.076
Caelum-Fenix,194,24.8,0.1954,ok,127310.357
Boreas-Elysium,179,74.6,0.3637,ok,156943.989
Boreas-Dawn,448,85.6,0.424,ok,133361.069
Dawn-Fenix,50,36.0,0.229,ok,84802.675
Aegis-Boreas,336,17.6,0.0845,ok,61632.158
Aegis-Dawn,129,42.7,0.436,ok,238322.988
Elysium-Fenix,419,52.3,0.3441,ok,251512.967
Boreas-Dawn,273,19.3,0.0957,ok,71480.132
Caelum-Fenix,229,49.5,0.3897,ok,191576.437
Dawn-Fenix,79,58.7,0.3736,ok,119450.501
Dawn-Fenix,59,24.9,0.1588,ok,76466.149
Dawn-Fenix,184,14.9,0.095,ok,71535.049
Boreas-Fenix,493,51.9,0.3073,ok,189746.34
Dawn-Elysium,246,28.4,0.4117,ok,188095.414
Caelum-Elysium,49,40.5,0.4876,ok,305545.909
Aegis-Elysium,351,56.2,0.2781,ok,199114.114
Boreas-Elysium,220,148.6,0.7248,ok,655662.834
Caelum-Elysium,388,47.42,0.3528,ok,197661.588
Caelum-Fenix,9,23.1,0.182,ok,125904.124
Caelum-Elysium,132,22.0,0.2653,ok,162513.867
Boreas-Fenix,404,14.9,0.0881,ok,143472.931
Boreas-Fenix,72,109.0,0.645,ok,608002.027
Aegis-Boreas,359,54.6,0.2623,ok,75934.933
Boreas-Elysium,319,27.7,0.1351,ok,103252.387
Boreas-Fenix,34,20.0,0.1181,ok,141864.591
Caelum-Elysium,205,10.3,0.1237,ok,130925.662
Aegis-Dawn,322,68.1,0.6951,ok,674689.682
Boreas-Dawn,201,73.1,0.362,ok,111222.271
Dawn-Elysium,257,31.2,0.4526,ok,215398.765
Boreas-Fenix,148,40.4,0.239,ok,166368.029
Caelum-Elysium,268,22.0,0.265,ok,164782.087
Aegis-Boreas,330,42.3,0.2036,ok,71192.183
Aegis-Dawn,410,13.5,0.1377,ok,128991.677
Dawn-Fenix,229,15.4,0.0984,ok,69648.253
Aegis-Boreas,176,77.2,0.3713,ok,100494.707
Boreas-Elysium,249,49.4,0.241,ok,119575.94
Boreas-Elysium,221,81.5,0.3975,ok,171912.963
Caelum-Elysium,170,16.6,0.2,ok,145499.96
Boreas-Elysium,55,68.5,0.3342,ok,146211.733
Boreas-Fenix,70,29.8,0.1762,ok,149789.473
Boreas-Dawn,105,22.3,0.1104,ok,24229.289
Elysium-Fenix,226,86.0,0.566,ok,528400.641
Dawn-Fenix,449,7.0,0.0447,ok,71457.81
Aegis-Boreas,77,41.5,0.1993,ok,68640.147
Aegis-Boreas,436,51.9,0.2494,ok,75740.837
Dawn-Elysium,69,9.5,0.1374,ok,108618.952
Dawn-Elysium,110,6.4,0.0921,ok,101086.971
Dawn-Elysium,228,32.1,0.4656,ok,228664.167
Aegis-Boreas,97,53.96,0.4556,ok,126523.911
Boreas-Dawn,467,76.7,0.3799,ok,116310.023
Dawn-Fenix,477,46.68,0.3185,ok,101620.167
Boreas-Dawn,197,53.4,0.2644,ok,88680.389
Caelum-Fenix,462,53.4,0.4204,ok,215987.321
Dawn-Elysium,239,4.0,0.0575,ok,101633.902
Caelum-Dawn,58,28.8,0.3135,ok,161144.558
Caelum-Fenix,217,39.1,0.3082,ok,152421.122
Boreas-Fenix,53,117.1,0.6928,ok,762871.509
Caelum-Dawn,471,35.6,0.3872,ok,195372.44
Boreas-Elysium,290,36.5,0.1779,ok,105830.281
Aegis-Dawn,14,42.3,0.4318,ok,232124.2
Aegis-Elysium,442,54.0,0.2675,ok,197412.803
Caelum-Fenix,257,24.5,0.1932,ok,123561.165
Boreas-Fenix,476,71.7,0.424,ok,263476.789
Boreas-Fenix,228,40.0,0.2367,ok,80624.837
Aegis-Elysium,222,32.1,0.1591,ok,165556.688
Boreas-Fenix,369,13.7,0.0812,ok,138676.08
Aegis-Elysium,333,88.4,0.4376,ok,309099.948
Caelum-Fenix,121,17.6,0.1389,ok,122617.759
Dawn-Fenix,424,22.3,0.1421,ok,77413.85
Caelum-Elysium,481,6.0,0.0718,ok,125747.341
Caelum-Elysium,475,21.8,0.2621,ok,160271.898
Dawn-Elysium,457,15.420000000000002,0.1027,ok,106198.502
Aegis-Dawn,143,27.7,0.2825,ok,158645.616
Dawn-Fenix,132,43.0,0.2741,ok,93534.052
Caelum-Fenix,255,58.8,0.4633,ok,249689.338
Aegis-Boreas,129,42.8,0.2057,ok,71158.078
Caelum-Dawn,55,49.3,0.536,ok,318763.567
Caelum-Fenix,115,15.9,0.1255,ok,120075.246
Boreas-Elysium,453,38.9,0.1898,ok,105657.145
Boreas-Elysium,138,74.0,0.3612,ok,153800.321
Boreas-Fenix,430,77.2,0.4569,ok,284179.374
Aegis-Elysium,482,16.1,0.0799,ok,155684.392
Boreas-Fenix,310,55.2,0.3266,ok,200573.66
Caelum-Dawn,90,13.7,0.1487,ok,117477.703
Caelum-Fenix,477,52.8,0.4154,ok,209711.903
Aegis-Dawn,408,34.3,0.3502,ok,187414.553
Elysium-Fenix,136,6.4,0.0419,ok,166640.06
Boreas-Elysium,101,118.7,0.5788,ok,332785.483
Aegis-Elysium,89,77.6,0.3841,ok,266625.569
Caelum-Fenix,388,50.6,0.3981,ok,198428.12
Dawn-Elysium,242,28.6,0.4151,ok,193342.78
Aegis-Boreas,367,10.6,0.051,ok,59518.737
Aegis-Elysium,220,88.1,0.4361,ok,307296.102
Dawn-Elysium,55,23.7,0.3428,ok,154442.748
Caelum-Elysium,255,21.76,0.2455,ok,158466.298
Aegis-Boreas,464,16.1,0.0774,ok,61139.671
Dawn-Elysium,262,1.4,0.0205,ok,101127.714
Boreas-Fenix,496,27.3,0.1613,ok,141555.422
Boreas-Elysium,318,74.5,0.3635,ok,154923.146
Dawn-Fenix,283,36.1,0.2301,ok,85389.862
Elysium-Fenix,48,41.6,0.2737,ok,218318.685
Elysium-Fenix,409,38.7,0.2544,ok,206811.808
Boreas-Dawn,480,92.1,0.4559,ok,146102.716
Aegis-Dawn,103,24.2,0.2471,ok,144543.44
Elysium-Fenix,490,109.63999999999999,0.5645,ok,523100.774
Caelum-Fenix,304,31.1,0.2446,ok,138049.95
Caelum-Fenix,249,25.7,0.2025,ok,126850.295
Dawn-Fenix,88,34.86,0.348,ok,111700.974
Boreas-Dawn,269,104.9,0.5194,ok,180700.081
Aegis-Dawn,401,27.9,0.2843,ok,157142.075
Caelum-Fenix,296,35.8,0.2819,ok,147469.328
Caelum-Fenix,312,35.4,0.279,ok,148292.139
Aegis-Boreas,342,37.4,0.1796,ok,67297.32
Boreas-Elysium,198,65.6,0.32,ok,141181.702
Caelum-Dawn,184,14.5,0.1582,ok,122532.878
Boreas-Dawn,326,150.2,0.7433,ok,511649.853
Caelum-Elysium,220,17.2,0.2072,ok,145280.435
Caelum-Fenix,172,7.6,0.0601,ok,111355.705
Aegis-Elysium,318,75.0,0.3711,ok,258748.94
Dawn-Elysium,143,9.9,0.1431,ok,35760.006
Boreas-Dawn,20,17.7,0.0875,ok,69024.443
Boreas-Fenix,266,100.9,0.5968,ok,493213.829
Aegis-Elysium,171,54.9,0.2719,ok,199805.779
Boreas-Dawn,112,62.8,0.3108,ok,97570.363
Caelum-Dawn,462,15.8,0.1722,ok,124187.892
Dawn-Elysium,116,12.8,0.1852,ok,114284.632
Elysium-Fenix,14,41.4,0.2724,ok,215728.938
Elysium-Fenix,482,88.4,0.5818,ok,565696.59
Dawn-Fenix,301,4.720000000000001,0.0385,ok,71693.24
Dawn-Fenix,316,4.64,0.0379,ok,71104.491
Caelum-Fenix,391,103.2,0.8128,ok,1293261.809
Elysium-Fenix,224,64.8,0.4263,ok,313620.893
Boreas-Elysium,345,88.7,0.4328,ok,192626.466
Elysium-Fenix,254,79.2,0.5208,ok,442138.855
Boreas-Elysium,148,45.0,0.2194,ok,114538.792
Boreas-Dawn,361,81.9,0.4055,ok,122823.043
Caelum-Dawn,133,12.8,0.1388,ok,117616.664
Dawn-Elysium,144,12.8,0.186,ok,114795.174
Boreas-Dawn,164,43.2,0.2138,ok,81509.963
Boreas-Dawn,302,3.5,0.0172,ok,70000.3
Dawn-Elysium,194,26.0,0.3764,ok,172200.651
Caelum-Elysium,379,17.1,0.2064,ok,146948.889
Aegis-Dawn,10,28.4,0.2895,ok,160874.18
Dawn-Fenix,42,41.7,0.2658,ok,91645.878
Aegis-Elysium,52,19.3,0.0953,ok,155908.029
Elysium-Fenix,393,35.6,0.2343,ok,197869.404
Elysium-Fenix,215,52.4,0.3447,ok,254453.324
Aegis-Elysium,486,26.8,0.1326,ok,164021.781
Aegis-Boreas,27,66.8,0.3213,ok,85552.048
Aegis-Elysium,168,63.4,0.3136,ok,221969.821
Dawn-Fenix,143,51.5,0.3283,ok,105036.974
Boreas-Dawn,123,88.5,0.4381,ok,140113.221
Dawn-Fenix,125,37.1,0.2361,ok,85447.443
Dawn-Elysium,16,6.6,0.0954,ok,106879.449
Aegis-Boreas,450,44.8,0.2155,ok,71947.146
Boreas-Fenix,301,41.9,0.326,ok,194483.147
Boreas-Fenix,188,93.3,0.5522,ok,408281.196
Caelum-Elysium,353,5.6,0.0669,ok,129180.812
Boreas-Fenix,335,31.0,0.1835,ok,150847.846
Boreas-Fenix,465,94.0,0.5565,ok,418341.228
Caelum-Dawn,145,47.3,0.5142,ok,293197.511
Caelum-Fenix,456,28.7,0.2256,ok,134930.413
Boreas-Fenix,391,76.1,0.45,ok,284612.756
Dawn-Fenix,165,70.6,0.4499,ok,149060.86
Aegis-Elysium,156,22.3,0.1104,ok,156084.767
Boreas-Fenix,401,29.5,0.1744,ok,153092.331
Caelum-Fenix,96,82.3,0.6483,ok,513613.61
Aegis-Boreas,201,51.2,0.2463,ok,73405.211
Aegis-Dawn,140,11.3,0.1157,ok,123996.925
Aegis-Dawn,170,35.1,0.3586,ok,189850.827
Caelum-Fenix,152,77.0,0.6066,ok,424806.176
Elysium-Fenix,327,51.0,0.3354,ok,250207.781
Elysium-Fenix,380,14.7,0.0967,ok,167655.739
Aegis-Boreas,340,67.2,0.3231,ok,88887.77
Dawn-Elysium,492,2.8,0.0411,ok,109322.352
Boreas-Fenix,480,31.0,0.1835,ok,150113.896
Elysium-Fenix,144,59.6,0.3924,ok,294191.063
Aegis-Dawn,3,5.3,0.0537,ok,116179.345
Caelum-Elysium,380,9.0,0.1078,ok,133909.29
Elysium-Fenix,458,91.2,0.5999,ok,604394.996
Boreas-Elysium,156,48.8,0.2383,ok,120596.819
Caelum-Elysium,248,12.4,0.1497,ok,138948.621
Aegis-Boreas,34,53.3,0.2562,ok,77477.22
Caelum-Elysium,489,24.3,0.2926,ok,170137.34
Dawn-Elysium,224,35.5,0.5143,ok,268640.367
Elysium-Fenix,453,84.8,0.558,ok,515354.254
Boreas-Dawn,13,14.4,0.0712,ok,70030.351
Caelum-Elysium,50,46.7,0.5623,ok,400672.423
